#--- Do not edit. Generated automatically from fig15i ---
#Time_sec,Time_min,Time_hr,A7: Amp+,LB_only,H4: 631X+261x_medium,no_phages,A10: Amp+,631X+261x_medium=3/5,H5: 631+261X,no_phages,B10: Amp+,631+261x_medium=3/5,H6: 631∆G3P+261X,no_phages,C10: Amp+,631∆G3P+261x_medium=3/5,H7: 631∆G3P+Kanϕ_medium,no_phages,D10: Amp+,631∆G3P+Kanϕ_medium=3/5,H8: 631+Kanϕ,unfiltered-50kDa_medium,no_phages,E10: Amp+,631+Kanϕ,unfiltered-50kDa,medium=3/5,H9: 631+Kanϕ,filtered-50kDa,medium,no_phages,F10: Amp+,631+Kanϕ,filtered-50kDa,medium=3/5,H10: 631+_phagemid_carrying_the_G3P,no_phages,G10: Amp+,631+phagemid,medium=3/5
Time_sec,Time,Time_hr,A7,H4,A10,H5,B10,H6,C10,H7,D10,H8,E10,H9,F10,H10,G10
148121,2468.68333333333,41.144722222220004,397095717,209249474,233997642,239780693,60926045,277563553,146569008,281089319,154046861,170692056,228293823,167498804,130837985,217735016,110959376
149021,2483.68333333333,41.394722222220004,398820943,210450134,234636285,241726037,63389460,281089319,147061131,283216872,155567182,171763925,228923678,168028687,133624993,218962682,113506204
149921,2498.68333333333,41.644722222220004,401416824,211051907,233997642,243027849,66542838,282506679,148048117,283928074,158119449,171227524,229554507,169623915,137866313,219577967,115652790
150821,2513.68333333333,41.894722222220004,404893028,212258340,233997642,245643286,70436148,286067742,148542979,286067742,161212593,172301259,229554507,170692056,139774838,220194220,118257850
151721,2528.68333333333,42.144722222220004,406637579,212863001,232723290,245643286,72762562,287499241,149535445,287499241,164339014,172301259,230186312,170692056,141697858,220811442,120453092
152621,2543.68333333333,42.394722222220004,407511469,213468625,232723290,248274497,75129918,290374387,150033050,288934789,165388565,172839526,230186312,172301259,144609628,221429633,122670535
153521,2558.68333333333,42.644722222220004,409262477,214075214,230819092,248934767,77538361,291818039,150531569,290374387,166969851,172839526,230186312,173378726,147061131,220811442,124910234
154421,2573.68333333333,42.894722222220004,414541368,215291286,232087581,251585733,80341367,294717522,151531355,292541387,169091242,173378726,230819092,173918861,150531569,222048793,127172240
155321,2588.68333333333,43.144722222220004,414541368,215900769,231452848,252250948,81763134,296173358,152534806,293991128,171763925,173918861,230819092,175001935,152032622,222048793,129456608
156221,2603.68333333333,43.394722222220004,417195386,216511219,231452848,254921712,84647335,299830755,153541925,296173358,173378726,174459931,231452848,176088751,155567182,223912097,131763392
157121,2618.68333333333,43.644722222220004,418082220,217122634,230186312,256263044,86109823,301300845,154552716,296902802,176088751,174459931,230819092,177179313,158119449,224535141,134092643
158021,2633.68333333333,43.894722222220004,418970135,217735016,228923678,257608346,87585939,303513631,154552716,298364742,178273622,173918861,230819092,177725999,160177852,224535141,135972258
158921,2648.68333333333,44.144722222220004,422532621,218348366,230186312,258957623,89450291,304993927,155567182,301300845,180473502,175001935,232087581,178822184,162771638,226410103,138342087
159821,2663.68333333333,44.394722222220004,420749213,218348366,227037036,258957623,90957170,306478312,155567182,301300845,182133277,174459931,231452848,179371684,164863326,225159156,140734534
160721,2678.68333333333,44.644722222220004,425215863,220194220,230186312,262348223,93243217,308712564,156585326,304253268,183801522,175544875,232087581,180473502,168028687,227664943,143635402
161621,2693.68333333333,44.894722222220004,429709636,221429633,230819092,264394538,95171899,312456807,157607153,306478312,186039042,176633564,232087581,181579078,171227524,229554507,146077796
162521,2708.68333333333,45.144722222220004,430611650,221429633,229554507,265078638,96730358,313208733,158119449,307222039,188857185,176633564,231452848,182133277,172839526,229554507,148542979
